title,park,date,rating,cc,location.latitude,location.longitude,datayear,day,address,community,geocode_address,datamonth
Fantastic Beasts and Where to Find Them,Moore Park,2017-07-07T05:00:00Z,PG-13,Yes,41.878517,-87.752765,2017,Fri,5085 W. Adams,LOOP,"5085 W. Adams, Chicago, IL",07
Big Hero 6,Hamlin Park,2017-08-15T05:00:00Z,PG,Yes,41.937197,-87.680691,2017,Tue,3035 N. Hoyne Ave.,NORTH CENTER,"3035 N. Hoyne Ave., Chicago, IL",08
Rogue One,Margate Park,2017-07-14T05:00:00Z,PG-13,Yes,41.971948,-87.650566,2017,Fri,4921 N. Marine Drive,UPTOWN,"4921 N. Marine Drive, Chicago, IL",07
A Monster in Paris,Harrison Park,2017-07-29T05:00:00Z,PG,Yes,41.856811,-87.671063,2017,Sat,1824 S. Wood St.,LOWER WEST SIDE,"1824 S. Wood St., Chicago, IL",07
Chicago Onscreen Local Film Showcase,Indian Boundary Park and Cultural Center,2017-08-30T05:00:00Z,NR,No,42.008606,-87.692536,2017,Wed,2500 W. Lunt Ave.,WEST RIDGE,"2500 W. Lunt Ave., Chicago, IL",08
The Manchurian Candidate,Grant Park: Grove 5,2017-08-28T05:00:00Z,PG-13,Yes,41.872058,-87.620555,2017,Mon,800 S. Columbus Dr.,LOOP,"800 S. Columbus Dr., Chicago, IL",08
The Jungle Book,"Bartelme, Mary Park",2017-07-10T05:00:00Z,PG,Yes,41.879642,-87.650804,2017,Mon,115 S. Sangamon St.,NEAR WEST SIDE,"115 S. Sangamon St., Chicago, IL",07
Pride & Prejudice,Chicago Women's Park and Gardens,2017-06-15T05:00:00Z,PG,Yes,41.857935,-87.622279,2017,Thu,1801 S. Indiana Ave.,NEAR SOUTH SIDE,"1801 S. Indiana Ave., Chicago, IL",06
The Lego Movie,Lincoln Park Cultural Center,2017-07-12T05:00:00Z,PG,Yes,41.9197,-87.63638,2017,Wed,2045 N. Lincoln Park West,LINCOLN PARK,"2045 N. Lincoln Park West, Chicago, IL",07
Sing,Franklin Park,2017-07-14T05:00:00Z,PG,Yes,41.860599,-87.733411,2017,Fri,4320 W. 15th St.,NORTH LAWNDALE,"4320 W. 15th St., Chicago, IL",07
Ice Age: Collision Course,Nat King Cole Park,2017-08-03T05:00:00Z,PG,Yes,41.740144,-87.615445,2017,Thu,361 E. 85th St.,CHATHAM,"361 E. 85th St., Chicago, IL",08
Ferris Bueller's Day Off,Athletic Field Park,2017-07-28T05:00:00Z,PG-13,Yes,41.946538,-87.715942,2017,Fri,3546 W. Addison St.,AVONDALE,"3546 W. Addison St., Chicago, IL",07
Ice Age,Gage Park,2017-07-26T05:00:00Z,PG,Yes,41.793908,-87.684334,2017,Wed,2411 W. 55th St.,GAGE PARK,"2411 W. 55th St., Chicago, IL",07
The Secret Life of Pets,Churchill Field Playlot Park,2017-06-15T05:00:00Z,PG,Yes,41.914792,-87.677554,2017,Thu,1825 N. Damen Ave.,WEST TOWN,"1825 N. Damen Ave., Chicago, IL",06
Ovni/UFO,Kilbourn Park,2017-07-12T05:00:00Z,NR,Yes,41.944504,-87.739651,2017,Wed,3501 N. Kilbourn Ave.,IRVING PARK,"3501 N. Kilbourn Ave., Chicago, IL",07
Tomboy,Gill Park,2017-08-06T05:00:00Z,NR,Yes,41.952738,-87.650669,2017,Sun,825 W. Sheridan Rd.,LAKE VIEW,"825 W. Sheridan Rd., Chicago, IL",08
Southside With You,DuSable Museum of African American History,2017-08-19T05:00:00Z,PG-13,Yes,41.793186,-87.605804,2017,Sat,740 E. 56th Pl.,ENGLEWOOD,"740 E. 56th Pl., Chicago, IL",08
Tyler Perry's Boo: A Madea Halloween,Augusta Park,2017-08-09T05:00:00Z,PG-13,Yes,41.898876,-87.736891,2017,Wed,4433 W. Augusta Blvd.,HUMBOLDT PARK,"4433 W. Augusta Blvd., Chicago, IL",08
The Secret Life of Pets,La Follette Park,2017-07-19T05:00:00Z,PG,Yes,41.9051,-87.755826,2017,Wed,1333 N. Laramie Ave.,AUSTIN,"1333 N. Laramie Ave., Chicago, IL",07
The LEGO Batman Movie,Washtenaw Park,2017-08-17T05:00:00Z,PG,Yes,41.846195,-87.692821,2017,Thu,2521 S. Washtenaw Ave.,SOUTH LAWNDALE,"2521 S. Washtenaw Ave., Chicago, IL",08
Zootopia,Kelly Park,2017-08-09T05:00:00Z,PG,No,41.819371,-87.693257,2017,Wed,2725 W. 41st St.,BRIGHTON PARK,"2725 W. 41st St., Chicago, IL",08
Young Frankenstein,Berger Park Cultural Center,2017-06-02T05:00:00Z,PG,Yes,41.994711,-87.655536,2017,Fri,6205 N. Sheridan Rd.,EDGEWATER,"6205 N. Sheridan Rd., Chicago, IL",06
The Wiz,South Shore Cultural Center,2017-08-07T05:00:00Z,G,Yes,41.766242,-87.562783,2017,Mon,7059 S. South Shore Drive,SOUTH SHORE,"7059 S. South Shore Drive, Chicago, IL",08
La La Land,Jonquil Playlot Park,2017-06-25T05:00:00Z,PG-13,Yes,41.929029,-87.653839,2017,Sun,1001 W. Wrightwood Ave.,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",06
Monster Trucks,Bessemer Park,2017-07-20T05:00:00Z,PG,Yes,41.733131,-87.555461,2017,Thu,8930 S. Muskegon Ave.,SOUTH CHICAGO,"8930 S. Muskegon Ave., Chicago, IL",07
La La Land,Independence Park,2017-08-18T05:00:00Z,PG-13,Yes,41.952657,-87.72507,2017,Fri,3945 N. Springfield Ave.,IRVING PARK,"3945 N. Springfield Ave., Chicago, IL",08
Beach Blanket Bingo (with Long Haired Hare),Indian Boundary Park and Cultural Center,2017-08-01T05:00:00Z,NR,No,42.008606,-87.692536,2017,Tue,2500 W. Lunt Ave.,WEST RIDGE,"2500 W. Lunt Ave., Chicago, IL",08
Star Wars: The Last Jedi,Wrightwood Park,2018-08-24T05:00:00Z,PG-13,Yes,41.927985,-87.665809,2018,Fri,2534 N. Greenview Ave.,LAKE VIEW,"2534 N. Greenview Ave., Chicago, IL",08
Wonder Woman,Oz Park,2018-08-04T05:00:00Z,PG-13,Yes,41.919044,-87.647303,2018,Sat,2021 N. Burling St.,LINCOLN PARK,"2021 N. Burling St., Chicago, IL",08
The Princess Bride,"Bartelme, Mary Park",2018-07-11T05:00:00Z,PG,Yes,41.879642,-87.650804,2018,Wed,115 S. Sangamon St.,NEAR WEST SIDE,"115 S. Sangamon St., Chicago, IL",07
Jumanji: Welcome to the Jungle,Burnside Park,2018-08-09T05:00:00Z,PG-13,Yes,41.723933,-87.597269,2018,Thu,9400 S. Greenwood Ave.,HYDE PARK,"9400 S. Greenwood Ave., Chicago, IL",08
Coco,Arrigo Park,2018-07-19T05:00:00Z,PG,Yes,41.871723,-87.6617,2018,Thu,801 S. Loomis St.,NEAR WEST SIDE,"801 S. Loomis St., Chicago, IL",07
An American Tail,Webster Park,2018-07-10T05:00:00Z,G,Yes,41.864392,-87.622376,2018,Tue,1357 S. Indiana Ave.,NEAR SOUTH SIDE,"1357 S. Indiana Ave., Chicago, IL",07
Black Panther,Carver Park,2018-06-25T05:00:00Z,PG-13,Yes,41.655858,-87.599593,2018,Mon,939 E. 132nd St.,RIVERDALE,"939 E. 132nd St., Chicago, IL",06
Moana,Fuller Park,2018-07-31T05:00:00Z,PG,Yes,41.812507,-87.634581,2018,Tue,331 W. 45th St,FULLER PARK,"331 W. 45th St, Chicago, IL",07
Back to the Future,Chicago History Museum,2018-07-10T05:00:00Z,PG,Yes,41.911789,-87.631947,2018,Tue,1601 N. Clark St.,LINCOLN PARK,"1601 N. Clark St., Chicago, IL",07
Trolls,Lincoln Park,2018-06-26T05:00:00Z,PG,Yes,41.891466,-87.614332,2018,Tue,500-5700 N. Lake Shore Drive,NEAR NORTH SIDE,"500-5700 N. Lake Shore Drive, Chicago, IL",06
Despicable Me 3,Senka Park,2018-07-19T05:00:00Z,PG,Yes,41.790475,-87.710771,2018,Thu,5656 S. St. Louis Ave.,GAGE PARK,"5656 S. St. Louis Ave., Chicago, IL",07
Red Tails,Grant Park: Logan Monument,2018-08-14T05:00:00Z,PG-13,Yes,41.8706,-87.624217,2018,Tue,900 S. Michigan Ave.,LOOP,"900 S. Michigan Ave., Chicago, IL",08
Jumanji: Welcome to the Jungle,A. Montgomery Ward Park,2018-06-19T05:00:00Z,PG-13,Yes,41.892852,-87.640929,2018,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",06
Trolls,Chippewa Park,2018-07-30T05:00:00Z,PG,Yes,42.004271,-87.70461,2018,Mon,6748 N. Sacramento Ave.,WEST RIDGE,"6748 N. Sacramento Ave., Chicago, IL",07
Jumanji: Welcome to the Jungle,Douglas Park Cultural and Community Center,2018-06-29T05:00:00Z,PG-13,Yes,41.862686,-87.701891,2018,Fri,1401 S. Sacramento Dr.,NORTH LAWNDALE,"1401 S. Sacramento Dr., Chicago, IL",06
Coco,Kelly Park,2018-08-24T05:00:00Z,PG,Yes,41.819371,-87.693257,2018,Fri,2725 W. 41st St.,BRIGHTON PARK,"2725 W. 41st St., Chicago, IL",08
Wonder,West Lawn Park,2018-06-18T05:00:00Z,PG,Yes,41.774943,-87.728278,2018,Mon,4233 W. 65th St.,WEST LAWN,"4233 W. 65th St., Chicago, IL",06
Jumanji: Welcome to the Jungle,Galewood Park,2018-08-10T05:00:00Z,PG-13,Yes,41.912565,-87.769515,2018,Fri,5729 W. Bloomingdale Ave.,AUSTIN,"5729 W. Bloomingdale Ave., Chicago, IL",08
Wonder,Vittum Park,2018-08-17T05:00:00Z,PG,Yes,41.802024,-87.748205,2018,Fri,5010 W. 50th St.,GARFIELD RIDGE,"5010 W. 50th St., Chicago, IL",08
What About Bob?,Grant Park: Grove 5,2018-06-18T05:00:00Z,PG,Yes,41.872058,-87.620555,2018,Mon,800 S. Columbus Dr.,LOOP,"800 S. Columbus Dr., Chicago, IL",06
Jumanji: Welcome to the Jungle,Oz Park,2018-07-07T05:00:00Z,PG-13,Yes,41.919044,-87.647303,2018,Sat,2021 N. Burling St.,LINCOLN PARK,"2021 N. Burling St., Chicago, IL",07
Home Team (Mi Mundial),Gage Park,2018-07-18T05:00:00Z,NR,Yes,41.7939,-87.684688,2018,Wed,2411 W. 55th St.,GAGE PARK,"2411 W. 55th St., Chicago, IL",07
Back to the Future,Horner Park,2018-07-14T05:00:00Z,PG,Yes,41.961286,-87.697294,2018,Sat,2741 W. Montrose Ave.,IRVING PARK,"2741 W. Montrose Ave., Chicago, IL",07
Coco,Chicago Women's Park and Gardens,2018-07-22T05:00:00Z,PG,Yes,41.857935,-87.622279,2018,Sun,1801 S. Indiana Ave.,NEAR SOUTH SIDE,"1801 S. Indiana Ave., Chicago, IL",07
Justice League,Nat King Cole Park,2018-08-03T05:00:00Z,PG-13,Yes,41.740144,-87.615445,2018,Fri,361 E. 85th St.,CHATHAM,"361 E. 85th St., Chicago, IL",08
Black Panther,DuSable Museum of African American History,2018-08-18T05:00:00Z,PG-13,Yes,41.793186,-87.605804,2018,Sat,740 E. 56th Pl.,ENGLEWOOD,"740 E. 56th Pl., Chicago, IL",08
Star Wars: The Last Jedi,Union Park,2018-08-22T05:00:00Z,PG-13,Yes,41.884747,-87.66427,2018,Wed,1501 W. Randolph St.,NEAR WEST SIDE,"1501 W. Randolph St., Chicago, IL",08
Coco,Green Briar Park,2018-08-03T05:00:00Z,PG,Yes,41.990486,-87.696173,2018,Fri,2650 W. Peterson Ave.,WEST RIDGE,"2650 W. Peterson Ave., Chicago, IL",08
Despicable Me 3,West Lawn Park,2018-08-07T05:00:00Z,PG,Yes,41.774943,-87.728278,2018,Tue,4233 W. 65th St.,WEST LAWN,"4233 W. 65th St., Chicago, IL",08
Ghost,Wicker Park,2018-07-05T05:00:00Z,PG-13,Yes,41.907977,-87.677399,2018,Thu,1425 N. Damen Avenue,WEST TOWN,"1425 N. Damen Avenue, Chicago, IL",07
Under the Same Moon (La Misma Luna),Calumet Park,2018-08-06T05:00:00Z,PG-13,Yes,41.718303,-87.531025,2018,Mon,9801 S. Ave G,EAST SIDE,"9801 S. Ave G, Chicago, IL",08
Sing,Sauganash Park,2018-08-18T05:00:00Z,PG,Yes,41.987404,-87.738313,2018,Sat,5861 N. Kostner Ave.,FOREST GLEN,"5861 N. Kostner Ave., Chicago, IL",08
Marshall,DuSable Museum of African American History,2018-06-16T05:00:00Z,PG-13,Yes,41.793186,-87.605804,2018,Sat,740 E. 56th Pl.,ENGLEWOOD,"740 E. 56th Pl., Chicago, IL",06
Coco,A. Montgomery Ward Park,2018-08-21T05:00:00Z,PG,Yes,41.892852,-87.640929,2018,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",08
Wonder Woman,Sherwood Park,2018-07-14T05:00:00Z,PG-13,Yes,41.790681,-87.634054,2018,Sat,5701 S. Shields Ave.,ENGLEWOOD,"5701 S. Shields Ave., Chicago, IL",07
Despicable Me 3,Gladstone Park,2018-07-13T05:00:00Z,PG,Yes,41.979015,-87.773258,2018,Fri,5421 N. Menard Ave.,JEFFERSON PARK,"5421 N. Menard Ave., Chicago, IL",07
Wonder Woman,Heritage Green,2018-07-25T05:00:00Z,PG-13,Yes,41.879284,-87.642727,2018,Wed,610-30 W. Adams St.,NEAR WEST SIDE,"610-30 W. Adams St., Chicago, IL",07
Beauty and the Beast Sing-Along,"Bartelme, Mary Park",2018-06-25T05:00:00Z,PG,Yes,41.879642,-87.650804,2018,Mon,115 S. Sangamon St.,NEAR WEST SIDE,"115 S. Sangamon St., Chicago, IL",06
Mrs. Doubtfire,Nichols Park,2018-07-12T05:00:00Z,PG-13,Yes,41.799536,-87.592536,2018,Thu,1355 E. 53rd St.,HYDE PARK,"1355 E. 53rd St., Chicago, IL",07
Cars 3,Wolfe Playground Park,2018-08-25T05:00:00Z,G,Yes,41.699136,-87.543168,2018,Sat,3325 E. 108th St.,EAST SIDE,"3325 E. 108th St., Chicago, IL",08
Bread and Tulips (Pane e Tulipani),Lake Shore Park,2018-06-26T05:00:00Z,PG-13,Yes,41.897388,-87.617422,2018,Tue,808 N. Lake Shore Dr.,NEAR NORTH SIDE,"808 N. Lake Shore Dr., Chicago, IL",06
Jumanji: Welcome to the Jungle,DuSable Museum of African American History,2018-07-21T05:00:00Z,PG-13,Yes,41.793186,-87.605804,2018,Sat,740 E. 56th Pl.,ENGLEWOOD,"740 E. 56th Pl., Chicago, IL",07
Coco,Archer Park,2018-08-02T05:00:00Z,PG,Yes,41.803471,-87.735651,2018,Thu,4901 S.Kilbourn Ave.,ARCHER HEIGHTS,"4901 S.Kilbourn Ave., Chicago, IL",08
The Sandlot,Dunham Park,2018-07-06T05:00:00Z,PG,Yes,41.965863,-87.781985,2018,Fri,4638 N. Melvina Ave.,PORTAGE PARK,"4638 N. Melvina Ave., Chicago, IL",07
Black Panther,Owens Park,2018-06-29T05:00:00Z,PG-13,Yes,41.734405,-87.573238,2018,Fri,8800 S. Clyde,CALUMET HEIGHTS,"8800 S. Clyde, Chicago, IL",06
Despicable Me 3,Gill Park,2018-06-28T05:00:00Z,PG,Yes,41.952738,-87.650669,2018,Thu,825 W. Sheridan Rd.,LAKE VIEW,"825 W. Sheridan Rd., Chicago, IL",06
Jurassic Park,Grant Park: Grove 5,2018-08-27T05:00:00Z,PG-13,Yes,41.872058,-87.620555,2018,Mon,800 S. Columbus Dr.,LOOP,"800 S. Columbus Dr., Chicago, IL",08
The Sandlot,Mayfair Park,2018-08-10T05:00:00Z,PG,Yes,41.962597,-87.7422,2018,Fri,4550 W. Sunnyside Ave.,IRVING PARK,"4550 W. Sunnyside Ave., Chicago, IL",08
The Perfect Game,Oz Park,2018-06-30T05:00:00Z,PG,Yes,41.919044,-87.647303,2018,Sat,2021 N. Burling St.,LINCOLN PARK,"2021 N. Burling St., Chicago, IL",06
Black Panther,Bessemer Park,2018-08-17T05:00:00Z,PG-13,Yes,41.732921,-87.555452,2018,Fri,8930 S. Muskegon Ave.,SOUTH CHICAGO,"8930 S. Muskegon Ave., Chicago, IL",08
The LEGO Batman Movie,Taylor-Lauridsen Playground Park,2018-08-15T05:00:00Z,PG,Yes,41.817588,-87.643286,2018,Wed,704 W. 42nd St.,NEW CITY,"704 W. 42nd St., Chicago, IL",08
The Goonies,Chicago History Museum,2018-06-20T05:00:00Z,PG,Yes,41.911789,-87.631947,2018,Wed,1601 N. Clark St.,LINCOLN PARK,"1601 N. Clark St., Chicago, IL",06
Coco,Shedd Park,2018-08-15T05:00:00Z,PG,Yes,41.849847,-87.716566,2018,Wed,3660 W. 23rd St.,SOUTH LAWNDALE,"3660 W. 23rd St., Chicago, IL",08
The Emoji Movie,Emmerson Park,2018-07-15T05:00:00Z,PG,Yes,41.994338,-87.676586,2018,Sun,1820 W. Granville Ave.,WEST RIDGE,"1820 W. Granville Ave., Chicago, IL",07
Inside Out,Lake Shore Park,2018-08-06T05:00:00Z,PG,Yes,41.897388,-87.617422,2018,Mon,808 N. Lake Shore Dr.,NEAR NORTH SIDE,"808 N. Lake Shore Dr., Chicago, IL",08
Tyler Perry's Boo,Amundsen Park,2018-07-20T05:00:00Z,PG-13,Yes,41.912851,-87.778622,2018,Fri,6200 W. Bloomingdale Ave.,AUSTIN,"6200 W. Bloomingdale Ave., Chicago, IL",07
Black Panther,Hamilton Park,2018-08-05T05:00:00Z,PG-13,Yes,41.763495,-87.637669,2018,Sun,513 W. 72nd St.,ENGLEWOOD,"513 W. 72nd St., Chicago, IL",08
Coco,Kedvale Park,2018-08-22T05:00:00Z,PG,Yes,41.906237,-87.730323,2018,Wed,4134 W. Hirsch St.,HUMBOLDT PARK,"4134 W. Hirsch St., Chicago, IL",08
Coco,Marquette Park,2018-08-02T05:00:00Z,PG,Yes,41.77132,-87.702908,2018,Thu,6743 S. Kedzie Ave.,SOUTH LAWNDALE,"6743 S. Kedzie Ave., Chicago, IL",08
Looking for a Boyfriend … For My Wife / Se busca novio … para mi mujer,Hermosa Park,2018-08-15T05:00:00Z,NR,Yes,41.922054,-87.73892,2018,Wed,2240 N. Kilbourn Ave.,HERMOSA,"2240 N. Kilbourn Ave., Chicago, IL",08
The Sandlot,Gill Park,2018-06-19T05:00:00Z,PG,Yes,41.952738,-87.650669,2018,Tue,825 W. Sheridan Rd.,LAKE VIEW,"825 W. Sheridan Rd., Chicago, IL",06
Sing,Jonquil Playlot Park,2018-08-05T05:00:00Z,PG,Yes,41.929029,-87.653839,2018,Sun,1001 W. Wrightwood Ave.,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",08
Hidden Figures,Garfield Park,2018-08-24T05:00:00Z,PG,Yes,41.881566,-87.715877,2018,Fri,100 N. Central Park Ave.,EAST GARFIELD PARK,"100 N. Central Park Ave., Chicago, IL",08
Guardians of the Galaxy Vol. 2,Pulaski Park,2018-06-16T05:00:00Z,PG-13,Yes,41.907049,-87.663404,2018,Sat,1419 W. Blackhawk St.,WEST TOWN,"1419 W. Blackhawk St., Chicago, IL",06
Coco,Maggie Daley Park,2018-08-17T05:00:00Z,PG,Yes,41.884351,-87.620142,2018,Fri,337 E. Randolph St.,LOOP,"337 E. Randolph St., Chicago, IL",08
Justice League,Sherwood Park,2018-06-19T05:00:00Z,PG-13,Yes,41.790681,-87.634054,2018,Tue,5701 S. Shields Ave.,ENGLEWOOD,"5701 S. Shields Ave., Chicago, IL",06
Justice League,Kedvale Park,2018-06-13T05:00:00Z,PG-13,Yes,41.906237,-87.730323,2018,Wed,4134 W. Hirsch St.,HUMBOLDT PARK,"4134 W. Hirsch St., Chicago, IL",06
Jumanji: Welcome to the Jungle,Taylor Park,2018-07-13T05:00:00Z,PG-13,Yes,41.809187,-87.627869,2018,Fri,39 W. 47th St.,GRAND BOULEVARD,"39 W. 47th St., Chicago, IL",07
Hidden Figures,Fuller Park,2018-07-05T05:00:00Z,PG,Yes,41.812507,-87.634581,2018,Thu,331 W. 45th St,FULLER PARK,"331 W. 45th St, Chicago, IL",07
The King and the Mockingbird (L Roi et L'Oiseau),Winnemac Park,2018-09-07T05:00:00Z,NR,Yes,41.974286,-87.684226,2018,Fri,5100 N. Leavitt St,LINCOLN SQUARE,"5100 N. Leavitt St, Chicago, IL",09
Cars 3,Skinner Park,2018-07-16T05:00:00Z,G,Yes,41.880283,-87.659439,2018,Mon,1331 W. Monroe St.,NEAR WEST SIDE,"1331 W. Monroe St., Chicago, IL",07
Grease,Jonquil Playlot Park,2018-07-15T05:00:00Z,PG-13,Yes,41.929029,-87.653839,2018,Sun,1001 W. Wrightwood Ave.,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",07
Jumanji: Welcome to the Jungle,Austin Town Hall Park,2018-08-02T05:00:00Z,PG-13,Yes,41.887286,-87.765528,2018,Thu,5610 W. Lake St.,AUSTIN,"5610 W. Lake St., Chicago, IL",08
Justice League,Commercial Club Playground,2018-06-21T05:00:00Z,PG-13,Yes,41.896879,-87.673798,2018,Thu,1845 W. Rice St.,WEST TOWN,"1845 W. Rice St., Chicago, IL",06
Justice League,Altgeld Park,2018-06-21T05:00:00Z,PG-13,Yes,41.874341,-87.693699,2018,Thu,515 S. Washtenaw Ave.,EAST GARFIELD PARK,"515 S. Washtenaw Ave., Chicago, IL",06
Jumanji: Welcome to the Jungle,Scottsdale Playground Park,2018-07-26T05:00:00Z,PG-13,Yes,41.74203,-87.736251,2018,Thu,4637 W. 83rd St.,ASHBURN,"4637 W. 83rd St., Chicago, IL",07
Coco,Oz Park,2018-07-14T05:00:00Z,PG,Yes,41.919044,-87.647303,2018,Sat,2021 N. Burling St.,LINCOLN PARK,"2021 N. Burling St., Chicago, IL",07
Rogue One,Normandy Playground Park,2018-07-12T05:00:00Z,PG-13,Yes,41.797751,-87.788917,2018,Thu,6660 W. 52nd St.,GARFIELD RIDGE,"6660 W. 52nd St., Chicago, IL",07
Space Jam,Cotton Tail Park,2018-07-16T05:00:00Z,PG,Yes,41.861908,-87.628949,2018,Mon,44 W. 15th St.,NEAR SOUTH SIDE,"44 W. 15th St., Chicago, IL",07
The Wiz,Harold Washington Playlot Park,2018-07-23T05:00:00Z,G,Yes,41.801011,-87.584541,2018,Mon,5200 S. Hyde Park Blvd.,HYDE PARK,"5200 S. Hyde Park Blvd., Chicago, IL",07
Coco,Kosciuszko Park,2018-08-25T05:00:00Z,PG,Yes,41.93101,-87.723287,2018,Sat,2732 N. Avers Ave.,LOGAN SQUARE,"2732 N. Avers Ave., Chicago, IL",08
Wonder Woman,Margate Park,2018-08-02T05:00:00Z,PG-13,Yes,41.971948,-87.650566,2018,Thu,4921 N. Marine Drive,UPTOWN,"4921 N. Marine Drive, Chicago, IL",08
Southern Winds / Vientos del Sur,Loyola Park,2018-08-08T05:00:00Z,NR,Yes,42.010439,-87.661605,2018,Wed,1230 W. Greenleaf Ave.,ROGERS PARK,"1230 W. Greenleaf Ave., Chicago, IL",08
Finding Dory,Portage Park,2018-07-30T05:00:00Z,PG,Yes,41.955113,-87.762131,2018,Mon,4100 N. Long Ave.,PORTAGE PARK,"4100 N. Long Ave., Chicago, IL",07
Justice League,O'Hallaren Park,2018-08-04T05:00:00Z,PG-13,Yes,41.742791,-87.669235,2018,Sat,8335 S. Honore St.,MCKINLEY PARK,"8335 S. Honore St., Chicago, IL",08
The LEGO Batman Movie,Cornell Square Park,2018-08-24T05:00:00Z,PG,Yes,41.803113,-87.670689,2018,Fri,1809 W. 50th St.,NEW CITY,"1809 W. 50th St., Chicago, IL",08
The Chorus (Les Choristes),Dvorak Park,2018-07-29T05:00:00Z,PG-13,Yes,41.855228,-87.65395,2018,Sun,1119 W. Cullerton St.,LOWER WEST SIDE,"1119 W. Cullerton St., Chicago, IL",07
Star Wars: The Last Jedi,Bessemer Park,2018-07-22T05:00:00Z,PG-13,Yes,41.732921,-87.555452,2018,Sun,8930 S. Muskegon Ave.,SOUTH CHICAGO,"8930 S. Muskegon Ave., Chicago, IL",07
Justice League,Ellis Park,2018-06-30T05:00:00Z,PG-13,Yes,41.831144,-87.613689,2018,Sat,535 E. 35th St.,DOUGLAS,"535 E. 35th St., Chicago, IL",06
Wonder Woman,Winnemac Park,2018-06-16T05:00:00Z,PG-13,Yes,41.974286,-87.684226,2018,Sat,5100 N. Leavitt St,LINCOLN SQUARE,"5100 N. Leavitt St, Chicago, IL",06
Wonder Woman,Chicago Women's Park and Gardens,2018-08-22T05:00:00Z,PG-13,Yes,41.857935,-87.622279,2018,Wed,1801 S. Indiana Ave.,NEAR SOUTH SIDE,"1801 S. Indiana Ave., Chicago, IL",08
Footloose,Piotrowski Park,2018-07-15T05:00:00Z,PG,Yes,41.836817,-87.730787,2018,Sun,4247 W. 31st St.,SOUTH LAWNDALE,"4247 W. 31st St., Chicago, IL",07
Jumanji: Welcome to the Jungle,Sherman Park,2018-08-08T05:00:00Z,PG-13,Yes,41.799637,-87.657436,2018,Wed,1301 W. 52nd St.,NEW CITY,"1301 W. 52nd St., Chicago, IL",08
Spider-Man: Homecoming,Clark (John) Park,2018-08-17T05:00:00Z,PG-13,Yes,41.876926,-87.740505,2018,Fri,4615 W. Jackson Blvd.,WEST GARFIELD PARK,"4615 W. Jackson Blvd., Chicago, IL",08
Jumanji: Welcome to the Jungle,Senn Playlot Park,2018-06-19T05:00:00Z,PG-13,Yes,41.988713,-87.668464,2018,Tue,5887 N. Ridge Ave.,EDGEWATER,"5887 N. Ridge Ave., Chicago, IL",06
"Roman J. Israel, Esq.",South Shore Cultural Center,2018-08-13T05:00:00Z,PG-13,Yes,41.766242,-87.562783,2018,Mon,7059 S. South Shore Drive,SOUTH SHORE,"7059 S. South Shore Drive, Chicago, IL",08
Spark: A Space Tail,Revere Park,2018-08-17T05:00:00Z,PG,Yes,41.95398,-87.691084,2018,Fri,2509 W. Irving Park Rd.,NORTH CENTER,"2509 W. Irving Park Rd., Chicago, IL",08
Lean On Me,Lindblom Park,2018-07-20T05:00:00Z,PG-13,Yes,41.78333,-87.674019,2018,Fri,6054 S. Damen Ave.,WEST ENGLEWOOD,"6054 S. Damen Ave., Chicago, IL",07
The Greatest Showman,A. Montgomery Ward Park,2018-07-24T05:00:00Z,PG,Yes,41.892852,-87.640929,2018,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",07
Black Panther,South Shore Cultural Center,2018-09-10T05:00:00Z,PG-13,Yes,41.766242,-87.562783,2018,Mon,7059 S. South Shore Drive,SOUTH SHORE,"7059 S. South Shore Drive, Chicago, IL",09
War for the Planet of the Apes,Kennicott Park,2018-07-07T05:00:00Z,PG-13,Yes,41.814477,-87.597067,2018,Sat,4434 S. Lake Park Ave.,OAKLAND,"4434 S. Lake Park Ave., Chicago, IL",07
Cars 3,Armour Square Park,2018-07-20T05:00:00Z,G,Yes,41.834212,-87.635226,2018,Fri,3309 S. Shields Ave.,ARMOUR SQUARE,"3309 S. Shields Ave., Chicago, IL",07
Despicable Me 3,Humboldt Park,2018-07-28T05:00:00Z,PG,Yes,41.902822,-87.701792,2018,Sat,1440 N. Sacramento,NORTH LAWNDALE,"1440 N. Sacramento, Chicago, IL",07
Looney Tunes Cartoon Pack #4,Indian Boundary Park and Cultural Center,2018-07-07T05:00:00Z,NR,No,42.008606,-87.692536,2018,Sat,2500 W. Lunt Ave.,WEST RIDGE,"2500 W. Lunt Ave., Chicago, IL",07
Wonder,Unity Playlot Park,2018-08-19T05:00:00Z,PG,Yes,41.929239,-87.712198,2018,Sun,2636 N. Kimball Ave.,LOGAN SQUARE,"2636 N. Kimball Ave., Chicago, IL",08
Yogi Bear,Foster Park,2018-07-25T05:00:00Z,PG,Yes,41.741362,-87.659652,2018,Wed,1440 W. 84th St.,AUBURN GRESHAM,"1440 W. 84th St., Chicago, IL",07
